ozmovies,wikidata,description
http://www.ozmovies.com.au/movie/squizzy-taylor,Q7582364,"Squizzy Taylor (Kevin James Dobson, 1982)"
http://www.ozmovies.com.au/movie/stan-and-georges-new-life,Q7597991,"Stan and George's New Life (Brian McKenzie, 1992)"
http://www.ozmovies.com.au/movie/stanley,,
http://www.ozmovies.com.au/movie/star-struck,,
http://www.ozmovies.com.au/movie/stations,Q123288126,"Stations (Jackie McKimmie, 1983)"
http://www.ozmovies.com.au/movie/steam-train-passes,Q4659794,"A Steam Train Passes (David Haythornwaite, 1974)"
http://www.ozmovies.com.au/movie/stepping-out,Q123784787,Stepping Out (Chris Noonan)
http://www.ozmovies.com.au/movie/still-point,Q7766527,"The Still Point (Barbara Boyd-Anderson, 1986)"
http://www.ozmovies.com.au/movie/sting-in-the-tale,Q12128161,"A Sting in the Tale (Eugene Schlusser, 1989)"
http://www.ozmovies.com.au/movie/stir,Q7617526,"Stir (Stephen Wallace, 1980)"
http://www.ozmovies.com.au/movie/stone,,
http://www.ozmovies.com.au/movie/stone-forever,,
http://www.ozmovies.com.au/movie/stork,Q7620062,"Stork (Tim Burstall, 1971)"
http://www.ozmovies.com.au/movie/storm-boy,Q958772,"Storm Boy (Henri Safran, 1976)"
http://www.ozmovies.com.au/movie/stowaway,Q3225286,"The Stowaway (Lee Robinson/Ralph Habib, 1958)"
http://www.ozmovies.com.au/movie/strange-fits-of-passion,Q3488146,"Strange Fits of Passion (Elise McCredie, 1999)"
http://www.ozmovies.com.au/movie/strange-holiday,Q7621408,"Strange Holiday (Mende Brown, 1970)"
http://www.ozmovies.com.au/movie/strange-planet,Q1282904,"Strange Planet (Emma-Kate Croghan, 1999)"
http://www.ozmovies.com.au/movie/strangers,Q7621579,"Strangers (Craig Lahiff, 1991)"
http://www.ozmovies.com.au/movie/street-fighter,Q1138659,"Street Fighter (Steven E. de Souza, 1994)"
http://www.ozmovies.com.au/movie/street-hero,Q7622858,"Street Hero (Michael Pattinson, 1984)"
http://www.ozmovies.com.au/movie/street-to-die,Q4659857,"A Street to Die (Bill Bennett, 1985)"
http://www.ozmovies.com.au/movie/streets-of-london,Q7767008,"The Streets of London (Francis William Thring, 1934)"
http://www.ozmovies.com.au/movie/strictly-ballroom,Q1346439,"Strictly Ballroom (Baz Luhrmann, 1992)"
http://www.ozmovies.com.au/movie/strike-me-lucky,Q7623787,"Strike Me Lucky (Ken G. Hall, 1934)"
http://www.ozmovies.com.au/movie/strike-of-the-panther,Q4469287,"Strike of the Panther (Brian Trenchard-Smith, 1988)"
http://www.ozmovies.com.au/movie/strikebound,Q7623815,"Strikebound (Richard Lowenstein, 1984)"
http://www.ozmovies.com.au/movie/strong-is-the-seed,Q7624500,"Strong Is the Seed (Arthur Greville Collins, 1949)"
http://www.ozmovies.com.au/movie/struck-by-lightning,Q3500604,"Struck by Lightning (Jerzy Domaradzki, 1990)"
http://www.ozmovies.com.au/movie/sugar-factory,Q7767193,"The Sugar Factory (Robert Carter, 1999)"
http://www.ozmovies.com.au/movie/sum-of-us,Q1518910,"The Sum of Us (Kevin Dowling, 1994)"
http://www.ozmovies.com.au/movie/summer-city,Q1753929,"Summer City (Christopher Fraser, 1977)"
http://www.ozmovies.com.au/movie/summer-of-secrets,Q7637519,"Summer of Secrets (Jim Sharman, 1976)"
http://www.ozmovies.com.au/movie/summer-of-the-seventeenth-doll,Q3012988,"Summer of the Seventeenth Doll (Leslie Norman, 1959)"
http://www.ozmovies.com.au/movie/summerfield,Q3503675,"Summerfield (Ken Hannam, 1977)"
http://www.ozmovies.com.au/movie/sunday-too-far-away,Q3503837,"Sunday Too Far Away (Ken Hannam, 1975)"
http://www.ozmovies.com.au/movie/sundowners,Q1198545,"The Sundowners (Fred Zinnemann, 1960)"
http://www.ozmovies.com.au/movie/sunstruck,Q7641656,"Sunstruck (James Gilbert, 1972)"
http://www.ozmovies.com.au/movie/surfer,Q7767517,"The Surfer (Frank Shields, 1986)"
http://www.ozmovies.com.au/movie/surrender-in-paradise,Q7646705,"Surrender in Paradise (Peter Cox, 1976)"
http://www.ozmovies.com.au/movie/survivor,Q3488530,"The Survivor (David Hemmings, 1981)"
http://www.ozmovies.com.au/movie/sweet-talker,Q7655538,"Sweet Talker (Michael Jenkins, 1991)"
http://www.ozmovies.com.au/movie/sweetie,Q3488565,"Sweetie (Jane Campion, 1989)"
http://www.ozmovies.com.au/movie/sydney-a-story-of-a-city,Q7660245,"Sydney – A Story of a City (Bruce Beresford, 1999)"
http://www.ozmovies.com.au/movie/sympathy-in-summer,Q12128666,"Sympathy in Summer (Antony I. Ginnane, 1971)"
http://www.ozmovies.com.au/movie/tail-of-a-tiger,Q7676075,"Tail of a Tiger (Rolf de Heer, 1984)"
http://www.ozmovies.com.au/movie/takeover,Q15039547,"Takeover (Robert Marchand, 1988)"
http://www.ozmovies.com.au/movie/tale-of-ruby-rose,Q7767971,"The Tale of Ruby Rose (Roger Scholes, 1987)"
http://www.ozmovies.com.au/movie/talk,Q7679625,"Talk (Susan Lambert, 1994)"
http://www.ozmovies.com.au/movie/tall-tales-but-true-david-williamson---playwright,,
http://www.ozmovies.com.au/movie/tall-timbers,Q7679985,"Tall Timbers (Ken G. Hall, 1937)"
http://www.ozmovies.com.au/movie/tapak-dewata,,
http://www.ozmovies.com.au/movie/tears,,
http://www.ozmovies.com.au/movie/teesh--trude,Q7694561,"Teesh and Trude (Melanie Rodriga, 2002)"
http://www.ozmovies.com.au/movie/temperament-unsuited,Q16965772,"Temperament Unsuited (Ken Cameron, 1978)"
http://www.ozmovies.com.au/movie/tender-hooks,Q7699590,"Tender Hooks (Mary Callaghan, 1989)"
http://www.ozmovies.com.au/movie/territorians,,
http://www.ozmovies.com.au/movie/thank-god-he-met-lizzie,Q3522287,"Thank God He Met Lizzie (Cherie Nowlan, 1997)"
http://www.ozmovies.com.au/movie/that-certain-something,Q7711150,"That Certain Something (Clarence G. Badger, 1941)"
http://www.ozmovies.com.au/movie/that-eye-the-sky,Q56744258,"That Eye, the Sky (John Ruane, 1994)"
http://www.ozmovies.com.au/movie/that-lady-from-peking,Q7711221,"That Lady from Peking (Eddie Davis, 1969)"
http://www.ozmovies.com.au/movie/the-exploits-of-the-emden,Q7732846,"The Exploits of the Emden (Ken G. Hall/Louis Ralph, 1928)"
http://www.ozmovies.com.au/movie/they-found-a-cave,Q7783711,"They Found a Cave (Andrew Steane, 1962)"
http://www.ozmovies.com.au/movie/they-shot-through-like-a-bondi,,
http://www.ozmovies.com.au/movie/theyre-a-weird-mob,Q7783640,"They're a Weird Mob (Michael Powell, 1966)"
http://www.ozmovies.com.au/movie/third-person-plural,Q7784919,"Third Person Plural (James Ricketson, 1978)"
http://www.ozmovies.com.au/movie/thirst,Q4177861,"Thirst (Rod Hardy, 1979)"
http://www.ozmovies.com.au/movie/this-wont-hurt-a-bit!,Q12129249,"This Won't Hurt a Bit (Chris Kennedy, 1993)"
http://www.ozmovies.com.au/movie/thoroughbred,Q7796630,"Thoroughbred (Ken G. Hall, 1936)"
http://www.ozmovies.com.au/movie/those-dear-departed,Q7796818,"Those Dear Departed (Ted Robinson, 1987)"
http://www.ozmovies.com.au/movie/three-in-one,Q7797967,"Three in One (Cecil Holmes, 1957)"
http://www.ozmovies.com.au/movie/ticket-in-tatts,Q4660128,"A Ticket in Tatts (Francis William Thring, 1934)"
http://www.ozmovies.com.au/movie/tiger-island,Q7801422,"Tiger Island (Gerald M. Hayle, 1930)"
http://www.ozmovies.com.au/movie/till-human-voices-wake-us,Q7802187,"Till Human Voices Wake Us (Michael Petroni, 2002)"
http://www.ozmovies.com.au/movie/till-there-was-you.,Q7802205,"Till There Was You (John Seale, 1990)"
http://www.ozmovies.com.au/movie/tim,Q546256,"Tim (Michael Pate, 1979)"
http://www.ozmovies.com.au/movie/time-game,Q15039566,"The Time Game (Alister Smart, 1991)"
http://www.ozmovies.com.au/movie/time-guardian,Q3528935,"The Time Guardian (Brian Hannant, 1987)"
http://www.ozmovies.com.au/movie/time-in-summer,Q87203764,"Time In Summer (Ludwik Dutkiewicz, 1968)"
http://www.ozmovies.com.au/movie/times-raging,Q15039568,"Time's Raging (Sophia Turkiewicz, 1985)"
http://www.ozmovies.com.au/movie/to-have--to-hold,Q7810947,"To Have & to Hold (John Hillcoat, 1996)"
http://www.ozmovies.com.au/movie/top-enders,Q33060567,"Top Enders (Jackie McKimmie, 1988)"
http://www.ozmovies.com.au/movie/touch-and-go,Q7828633,"Touch and Go (Peter Maxwell, 1980)"
http://www.ozmovies.com.au/movie/town-like-alice,Q3425311,"A Town Like Alice (Jack Lee, 1956)"
http://www.ozmovies.com.au/movie/tracker,Q3523062,"The Tracker (Rolf de Heer, 2002)"
http://www.ozmovies.com.au/movie/tran-the-man,Q123289071,Tran the Man (1994)
http://www.ozmovies.com.au/movie/traps-(1985),Q25183101,Traps (1985)
http://www.ozmovies.com.au/movie/traps-(1993),,
http://www.ozmovies.com.au/movie/travelling-north,Q7836079,"Travelling North (Carl Schultz, 1987)"
http://www.ozmovies.com.au/movie/trespassers,Q7770125,"The Trespassers (John Duigan, 1976)"
http://www.ozmovies.com.au/movie/trobriand-cricket-an-ingenious-response-to-colonialism,,
http://www.ozmovies.com.au/movie/trouble-in-paradise,Q14753047,Trouble in Paradise (1989)
http://www.ozmovies.com.au/movie/true-love-and-chaos,Q7847467,"True Love and Chaos (Stavros Kazantzidis, 1996)"
http://www.ozmovies.com.au/movie/true-story-of-eskimo-nell,Q12129827,"The True Story of Eskimo Nell (Richard Franklin, 1975)"
http://www.ozmovies.com.au/movie/tudawali,Q21869939,"Tudawali (Steve Jodrell, 1988)"
http://www.ozmovies.com.au/movie/turkey-shoot,Q3235799,"Turkey Shoot (Brian Trenchard-Smith, 1982)"
http://www.ozmovies.com.au/movie/turning-april,Q97332807,"Turning April (Geoff Bennett, 1995)"
http://www.ozmovies.com.au/movie/turtle-beach,Q7856378,"Turtle Beach (Stephen Wallace, 1992)"
http://www.ozmovies.com.au/movie/twelfth-night,Q7857556,"Twelfth Night (Neil Armfield, 1987)"
http://www.ozmovies.com.au/movie/two-brothers-running,Q7858867,"Two Brothers Running (Ted Robinson, 1988)"
http://www.ozmovies.com.au/movie/two-hands,Q2699724,"Two Hands (Gregor Jordan, 1999)"
http://www.ozmovies.com.au/movie/two-lawstwo-laws-a-film-in-four-parts,,
http://www.ozmovies.com.au/movie/two-minutes-silence,Q7859110,"Two Minutes Silence (Paulette McDonagh, 1933)"
http://www.ozmovies.com.au/movie/typhoon-treasure,Q7861333,"Typhoon Treasure (Noel Monkman, 1938)"
http://www.ozmovies.com.au/movie/uncivilised,Q7882671,"Uncivilised (Charles Chauvel, 1936)"
http://www.ozmovies.com.au/movie/undercover,Q7883485,"Undercover (David Stevens, 1983)"
http://www.ozmovies.com.au/movie/unfinished-business,Q7884332,"Unfinished Business (Bob Ellis, 1985)"
http://www.ozmovies.com.au/movie/until-the-end-of-the-world,Q571053,"Until the End of the World (Wim Wenders, 1991)"
http://www.ozmovies.com.au/movie/vacant-possession,Q7907878,"Vacant Possession (Margot Nash, 1995)"
http://www.ozmovies.com.au/movie/vicious!,,
http://www.ozmovies.com.au/movie/vincent,,
http://www.ozmovies.com.au/movie/waiting,Q7960530,"Waiting (Jackie McKimmie, 1991)"
http://www.ozmovies.com.au/movie/waiting-for-harry,,
http://www.ozmovies.com.au/movie/wake-in-fright,Q7961003,"Wake in Fright (Ted Kotcheff, 1971)"
http://www.ozmovies.com.au/movie/walk-into-paradise,Q7962022,"Walk Into Paradise (Lee Robinson/Marcello Pagliero, 1956)"
http://www.ozmovies.com.au/movie/walk-the-talk,Q7962123,"Walk the Talk (Shirley Barrett, 2001)"
http://www.ozmovies.com.au/movie/walkabout,Q1342653,"Walkabout (Nicolas Roeg, 1971)"
http://www.ozmovies.com.au/movie/walking-on-water,Q2542475,"Walking on Water (Tony Ayres, 2002)"
http://www.ozmovies.com.au/movie/waltz-through-the-hills,Q15039574,"A Waltz Through the Hills (Frank Arnold, 1988)"
http://www.ozmovies.com.au/movie/waltzing-matilda,Q7966850,"Waltzing Matilda (Pat Hanna/Raymond Longford, 1933)"
http://www.ozmovies.com.au/movie/war-without-weapons,Q123373760,War Without Weapons (1979)
http://www.ozmovies.com.au/movie/warm-nights-on-a-slow-moving-train,Q7969557,"Warm Nights on a Slow Moving Train (Bob Ellis, 1988)"
http://www.ozmovies.com.au/movie/warming-up,Q1807367,"Warming Up (Bruce Best, 1983)"
http://www.ozmovies.com.au/movie/we-are-all-alone-my-dear,,
http://www.ozmovies.com.au/movie/we-of-the-never-never,Q7977894,"We of the Never Never (Igor Auzins, 1982)"
http://www.ozmovies.com.au/movie/wedding-in-ramallah,Q123822938,A Wedding in Ramallah
http://www.ozmovies.com.au/movie/weekend-of-shadows,Q7979464,"Weekend of Shadows (Tom Jeffrey, 1978)"
http://www.ozmovies.com.au/movie/weekend-with-kate,Q7979467,"Weekend with Kate (Arch Nicholson, 1990)"
http://www.ozmovies.com.au/movie/welcome-to-woop-woop,Q2902017,"Welcome to Woop Woop (Stephan Elliott, 1997)"
http://www.ozmovies.com.au/movie/well,Q5361998,"The Well (Samantha Lang, 1997)"
http://www.ozmovies.com.au/movie/wendy-cracked-a-walnut,Q15039829,"Wendy Cracked a Walnut (Michael Pattinson, 1990)"
http://www.ozmovies.com.au/movie/were-livin-on-dog-food,Q24190369,"We're Livin' on Dog Food (Richard Lowenstein, 2009)"
http://www.ozmovies.com.au/movie/what-i-have-written,Q7991170,"What I Have Written (John Hughes, 1996)"
http://www.ozmovies.com.au/movie/what-the-moon-saw,Q7991628,"What the Moon Saw (Pino Amenta, 1990)"
http://www.ozmovies.com.au/movie/whatever-happened-to-green-valley,Q25999976,"Whatever Happened to Green Valley? (Peter Weir, 1973)"
http://www.ozmovies.com.au/movie/when-the-kellys-rode,Q7992989,"When the Kellys Rode (Harry Southwell, 1934)"
http://www.ozmovies.com.au/movie/when-the-river-was-the-only-road,,
http://www.ozmovies.com.au/movie/where-the-green-ants-dream,Q2265591,"Where the Green Ants Dream (Werner Herzog, 1984)"
http://www.ozmovies.com.au/movie/wherever-she-goes,Q7993502,"Wherever She Goes (Michael Gordon, 1951)"
http://www.ozmovies.com.au/movie/white-death,Q7994637,"White Death (Rupert Kathner, 1936)"
http://www.ozmovies.com.au/movie/who-killed-jenny-langby,Q15039576,"Who Killed Jenny Langby? (Donald Crombie, 1974)"
http://www.ozmovies.com.au/movie/wiggles-movie,Q7774811,"The Wiggles Movie (Dean Covell, 1997)"
http://www.ozmovies.com.au/movie/wild-duck,Q7774853,"The Wild Duck (Henri Safran, 1983)"
http://www.ozmovies.com.au/movie/wildes-domain,Q15039578,"Wilde's Domain (Bud Tingwell, 1982)"
http://www.ozmovies.com.au/movie/willfull,Q8002650,"WillFull (Rebel Penfold-Russell, 2002)"
http://www.ozmovies.com.au/movie/william-shakespeares-romeo--juliet,Q463313,"Romeo + Juliet (Baz Luhrmann, 1996)"
http://www.ozmovies.com.au/movie/wills--burke,Q8022462,"Wills & Burke (Bob Weis, 1985)"
http://www.ozmovies.com.au/movie/wind,Q1781817,"Wind (Carroll Ballard, 1992)"
http://www.ozmovies.com.au/movie/windrider,Q4337557,"Windrider (Vince Monton, 1986)"
http://www.ozmovies.com.au/movie/winds-of-jarrah,Q7775106,"The Winds of Jarrah (Mark Egerton, 1983)"
http://www.ozmovies.com.au/movie/winter-of-our-dreams,Q8026400,"Winter of Our Dreams (John Duigan, 1981)"
http://www.ozmovies.com.au/movie/witch-hunt,Q8027842,Witch Hunt (1999)
http://www.ozmovies.com.au/movie/witches-faggots-dykes-and-poofters,,
http://www.ozmovies.com.au/movie/with-love-to-the-person-next-to-me,Q8028018,With Love to the Person Next to Me (1987)
http://www.ozmovies.com.au/movie/with-prejudice,Q8028034,"With Prejudice (Esben Storm, 1983)"
http://www.ozmovies.com.au/movie/with-time-to-kill,Q23755549,"With Time to Kill (James Clayden, 1987)"
http://www.ozmovies.com.au/movie/wogboy,,
http://www.ozmovies.com.au/movie/woman-suffers,Q15039609,"The Woman Suffers (Raymond Longford, 1918)"
http://www.ozmovies.com.au/movie/womans-tale,Q4660710,"A Woman's Tale (Paul Cox, 1991)"
http://www.ozmovies.com.au/movie/wonderful-world-of-dogs,Q123288983,The Wonderful World of Dogs (1990)
http://www.ozmovies.com.au/movie/wreck-a-tangle,Q19870493,"A Wreck, A Tangle (Scott Patterson, 2000)"
http://www.ozmovies.com.au/movie/wrong-side-of-the-road,Q8038627,"Wrong Side of the Road (Ned Lander, 1980)"
http://www.ozmovies.com.au/movie/wrong-world,Q8038631,"Wrong World (Ian Pringle, 1985)"
http://www.ozmovies.com.au/movie/yackety-yack,Q8046466,"Yackety Yack (Dave Jones, 1974)"
http://www.ozmovies.com.au/movie/yap,,
http://www.ozmovies.com.au/movie/year-my-voice-broke,Q1169123,"The Year My Voice Broke (John Duigan, 1987)"
http://www.ozmovies.com.au/movie/year-of-living-dangerously,Q505148,"The Year of Living Dangerously (Peter Weir, 1982)"
http://www.ozmovies.com.au/movie/year-of-the-dogs,Q8050907,"Year of the Dogs (Michael Cordell, 1997)"
http://www.ozmovies.com.au/movie/yolngu-boy,Q8054799,"Yolngu Boy (Stephen Johnson, 2001)"
http://www.ozmovies.com.au/movie/you-and-me-and-uncle-bob,Q15039587,"You and Me and Uncle Bob (Alister Smart, 1993)"
http://www.ozmovies.com.au/movie/you-cant-see-round-corners,Q8057049,"You Can't See 'round Corners (David Cahill, 1969)"
http://www.ozmovies.com.au/movie/young-einstein,Q898684,"Young Einstein (Yahoo Serious, 1988)"
http://www.ozmovies.com.au/movie/yumi-yet,,
http://www.ozmovies.com.au/movie/zombie-brigade,Q915388,"Zombie Brigade (Barrie Pattison/Carmelo Musca, 1988)"
http://www.ozmovies.com.au/movie/zone-39,Q8073901,"Zone 39 (John Tatoulis, 1996)"
